approach,scenario,run,num_leader_failures,orphan_total,rl_successful_realloc,rl_failed_realloc,realloc_rate,rl_new_clusters,rl_realloc_existing
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,17,1,16,0,0,0.0,0,0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,18,3,63,0,0,0.0,0,0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,19,1,18,0,0,0.0,0,0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,20,1,26,0,0,0.0,0,0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,21,0,0,0,0,0.0,0,0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,22,2,46,0,0,0.0,0,0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,23,3,67,0,0,0.0,0,0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,24,3,54,0,0,0.0,0,0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,25,3,52,0,0,0.0,0,0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,26,3,68,0,0,0.0,0,0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,27,2,33,0,0,0.0,0,0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,28,2,22,0,0,0.0,0,0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,29,1,16,0,0,0.0,0,0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,30,2,35,0,0,0.0,0,0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,31,0,0,0,0,0.0,0,0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,32,3,56,0,0,0.0,0,0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,33,1,19,0,0,0.0,0,0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,34,3,70,0,0,0.0,0,0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,35,0,0,0,0,0.0,0,0
