approach,scenario,run,tasks_dispatched,tasks_accepted,total_acceptances,tasks_quorum_ok,tasks_quorum_fail,task_success_rate,avg_accept_latency_s,median_accept_latency_s
with-fail,cenario1_tempo_fixo/310s_20percent,25,32,9,36,7,24,0.2188,0.0338,0.021
with-fail,cenario1_tempo_fixo/310s_20percent,26,16,12,35,10,5,0.625,0.0252,0.022
with-fail,cenario1_tempo_fixo/310s_20percent,27,16,12,33,10,5,0.625,0.0373,0.023
with-fail,cenario1_tempo_fixo/310s_20percent,28,16,12,47,10,5,0.625,0.0193,0.016
with-fail,cenario1_tempo_fixo/310s_20percent,29,21,12,37,9,11,0.4286,0.0196,0.013
with-fail,cenario1_tempo_fixo/310s_20percent,30,21,12,51,9,11,0.4286,0.0384,0.03
with-fail,cenario1_tempo_fixo/310s_20percent,31,21,12,54,9,11,0.4286,0.0283,0.027
with-fail,cenario1_tempo_fixo/310s_20percent,32,12,12,62,11,1,0.9167,0.0329,0.026
with-fail,cenario1_tempo_fixo/310s_20percent,33,37,11,64,6,30,0.1622,0.0288,0.023
with-fail,cenario1_tempo_fixo/310s_20percent,34,12,12,30,11,1,0.9167,0.0219,0.023
with-fail,cenario1_tempo_fixo/310s_20percent,35,21,12,37,9,11,0.4286,0.0317,0.015
with-fail,cenario1_tempo_fixo/310s_30percent,1,32,11,31,7,24,0.2188,0.0421,0.043
with-fail,cenario1_tempo_fixo/310s_30percent,2,12,12,33,11,1,0.9167,0.0145,0.011
with-fail,cenario1_tempo_fixo/310s_30percent,3,32,10,35,7,24,0.2188,0.032,0.0265
with-fail,cenario1_tempo_fixo/310s_30percent,4,32,11,43,7,24,0.2188,0.0223,0.0145
with-fail,cenario1_tempo_fixo/310s_30percent,5,13,12,35,11,2,0.8462,0.0546,0.053
with-fail,cenario1_tempo_fixo/310s_30percent,6,27,12,52,8,18,0.2963,0.046,0.0355
with-fail,cenario1_tempo_fixo/310s_30percent,7,16,12,27,10,5,0.625,0.0476,0.038
with-fail,cenario1_tempo_fixo/310s_30percent,8,12,12,33,11,1,0.9167,0.0808,0.043
with-fail,cenario1_tempo_fixo/310s_30percent,9,37,9,33,6,30,0.1622,0.0302,0.023
with-fail,cenario1_tempo_fixo/310s_30percent,10,27,12,45,8,18,0.2963,0.0352,0.0345
with-fail,cenario1_tempo_fixo/310s_30percent,11,12,12,45,11,1,0.9167,0.0217,0.012
with-fail,cenario1_tempo_fixo/310s_30percent,12,21,11,37,9,11,0.4286,0.0311,0.03
with-fail,cenario1_tempo_fixo/310s_30percent,13,32,12,46,7,24,0.2188,0.016,0.011
with-fail,cenario1_tempo_fixo/310s_30percent,14,24,12,56,9,15,0.375,0.0561,0.034
with-fail,cenario1_tempo_fixo/310s_30percent,15,16,12,36,10,5,0.625,0.0461,0.0405
with-fail,cenario1_tempo_fixo/310s_30percent,16,16,12,37,10,5,0.625,0.0286,0.029
with-fail,cenario1_tempo_fixo/310s_30percent,17,21,11,45,9,11,0.4286,0.018,0.0155
with-fail,cenario1_tempo_fixo/310s_30percent,18,16,12,47,10,5,0.625,0.1525,0.048
with-fail,cenario1_tempo_fixo/310s_30percent,19,27,12,42,8,18,0.2963,0.0203,0.018
with-fail,cenario1_tempo_fixo/310s_30percent,20,11,11,48,11,0,1.0,0.035,0.04
with-fail,cenario1_tempo_fixo/310s_30percent,21,27,12,49,8,18,0.2963,0.0559,0.051
with-fail,cenario1_tempo_fixo/310s_30percent,22,21,10,29,9,11,0.4286,0.0368,0.022
with-fail,cenario1_tempo_fixo/310s_30percent,23,27,12,49,8,18,0.2963,0.0391,0.043
with-fail,cenario1_tempo_fixo/310s_30percent,24,12,12,42,11,1,0.9167,0.0226,0.018
with-fail,cenario1_tempo_fixo/310s_30percent,25,14,12,45,11,3,0.7857,0.0217,0.0265
with-fail,cenario1_tempo_fixo/310s_30percent,26,21,12,45,9,11,0.4286,0.0467,0.0355
with-fail,cenario1_tempo_fixo/310s_30percent,27,16,12,51,10,5,0.625,0.0423,0.0475
with-fail,cenario1_tempo_fixo/310s_30percent,28,16,12,37,10,5,0.625,0.0336,0.01
with-fail,cenario1_tempo_fixo/310s_30percent,29,12,12,54,11,1,0.9167,0.0327,0.036
with-fail,cenario1_tempo_fixo/310s_30percent,30,12,12,35,11,1,0.9167,0.0456,0.038
with-fail,cenario1_tempo_fixo/310s_30percent,31,16,12,39,10,5,0.625,0.0255,0.0235
with-fail,cenario1_tempo_fixo/310s_30percent,32,21,12,47,9,11,0.4286,0.0356,0.023
with-fail,cenario1_tempo_fixo/310s_30percent,33,21,10,29,9,11,0.4286,0.0289,0.026
with-fail,cenario1_tempo_fixo/310s_30percent,34,16,11,43,10,5,0.625,0.0184,0.021
with-fail,cenario1_tempo_fixo/310s_30percent,35,21,12,44,9,11,0.4286,0.0246,0.02
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,1,27,12,62,8,18,0.2963,0.03,0.017
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,2,12,12,50,11,1,0.9167,0.03,0.0265
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,3,16,12,39,10,5,0.625,0.0281,0.0305
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,4,32,12,50,7,24,0.2188,0.039,0.023
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,5,37,12,52,6,30,0.1622,0.0417,0.0315
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,6,11,11,34,11,0,1.0,0.0505,0.049
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,7,22,12,47,9,13,0.4091,0.0254,0.018
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,8,16,12,50,10,5,0.625,0.0398,0.027
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,9,21,12,38,9,11,0.4286,0.021,0.018
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,10,11,11,41,11,0,1.0,0.0336,0.029
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,11,32,12,55,7,24,0.2188,0.0231,0.028
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,12,11,11,49,11,0,1.0,0.0315,0.021
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,13,21,12,33,9,11,0.4286,0.0361,0.0305
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,14,19,12,65,10,9,0.5263,0.0199,0.018
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,15,11,11,42,11,0,1.0,0.0179,0.017
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,16,12,12,63,11,1,0.9167,0.0342,0.0355
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,17,21,12,42,9,11,0.4286,0.0184,0.0065
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,18,16,12,59,10,5,0.625,0.0291,0.026
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,19,23,12,41,9,14,0.3913,0.0135,0.0095
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,20,21,12,52,9,11,0.4286,0.0366,0.017
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,21,11,11,40,11,0,1.0,0.0353,0.043
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,22,13,12,30,11,2,0.8462,0.0252,0.03
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,23,27,12,40,8,18,0.2963,0.0214,0.025
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,24,17,12,53,10,7,0.5882,0.0079,0.007
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,25,11,11,41,11,0,1.0,0.0225,0.022
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,26,21,12,44,9,11,0.4286,0.0478,0.048
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,27,14,12,58,11,3,0.7857,0.2357,0.0285
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,28,16,12,35,10,5,0.625,0.0297,0.029
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,29,11,11,38,11,0,1.0,0.0385,0.013
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,30,13,12,36,11,2,0.8462,0.0319,0.033
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,31,12,12,46,11,1,0.9167,0.0288,0.0295
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,32,12,12,42,11,1,0.9167,0.0222,0.0185
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,33,27,11,54,8,18,0.2963,0.0265,0.02
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,34,32,12,59,7,24,0.2188,0.0304,0.019
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,35,12,12,31,11,1,0.9167,0.0138,0.012
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,1,11,11,39,11,0,1.0,0.0139,0.012
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,2,19,12,47,10,9,0.5263,0.0148,0.009
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,3,21,12,56,9,11,0.4286,0.038,0.0385
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,4,12,12,54,11,1,0.9167,0.0412,0.0455
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,5,11,11,41,11,0,1.0,0.0192,0.022
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,6,17,12,42,10,7,0.5882,0.0344,0.015
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,7,16,12,29,10,5,0.625,0.0118,0.0105
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,8,12,12,34,11,1,0.9167,0.0179,0.0165
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,9,21,12,51,9,11,0.4286,0.0399,0.03
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,10,27,12,45,8,18,0.2963,0.0235,0.0125
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,11,27,12,41,8,18,0.2963,0.0349,0.017
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,12,27,12,49,8,18,0.2963,0.0411,0.043
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,13,21,12,43,9,11,0.4286,0.0272,0.023
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,14,32,12,44,7,24,0.2188,0.0283,0.019
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,15,27,11,42,8,18,0.2963,0.0267,0.0255
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,16,13,12,63,11,2,0.8462,0.0152,0.009
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,17,32,12,51,7,24,0.2188,0.0391,0.025
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,18,37,10,40,6,30,0.1622,0.0162,0.014
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,19,21,12,34,9,11,0.4286,0.0272,0.034
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,20,27,11,27,8,18,0.2963,0.0367,0.0415
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,21,12,12,47,11,1,0.9167,0.0313,0.0265
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,22,16,12,43,10,5,0.625,0.6396,0.042
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,23,27,12,49,8,18,0.2963,0.0319,0.0195
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,24,12,12,42,11,1,0.9167,0.0278,0.0305
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,25,12,12,33,11,1,0.9167,0.0368,0.0355
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,26,11,11,51,11,0,1.0,0.0159,0.012
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,27,11,11,58,11,0,1.0,0.0286,0.023
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,28,21,12,47,9,11,0.4286,0.0357,0.032
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,29,12,12,48,11,1,0.9167,0.0538,0.045
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,30,21,12,37,9,11,0.4286,0.0219,0.008
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,31,21,12,42,9,11,0.4286,0.0244,0.014
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,32,16,11,33,10,5,0.625,0.0235,0.0185
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,33,16,12,51,10,5,0.625,0.026,0.019
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,34,32,10,41,7,24,0.2188,0.0301,0.036
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,35,27,12,57,8,18,0.2963,0.0398,0.0455
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,1,16,12,42,10,6,0.625,0.0236,0.018
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,2,21,12,39,9,11,0.4286,0.0417,0.045
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,3,21,12,43,9,11,0.4286,0.0406,0.044
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,4,27,12,48,8,18,0.2963,0.0276,0.028
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,5,27,12,38,8,18,0.2963,0.0391,0.038
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,6,12,12,45,11,1,0.9167,0.0175,0.016
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,7,27,11,42,8,18,0.2963,0.0196,0.014
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,8,21,12,42,9,11,0.4286,0.0189,0.018
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,9,21,12,50,9,11,0.4286,0.0151,0.01
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,10,16,12,36,10,5,0.625,0.0499,0.053
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,11,16,12,53,10,5,0.625,0.0371,0.049
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,12,12,12,44,11,1,0.9167,0.0128,0.009
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,13,16,12,45,10,5,0.625,0.0454,0.0245
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,14,21,12,49,9,11,0.4286,0.0238,0.011
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,15,12,12,45,11,1,0.9167,0.0247,0.026
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,16,27,11,32,8,18,0.2963,0.02,0.01
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,17,27,11,35,8,19,0.2963,0.0459,0.049
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,18,11,11,48,11,0,1.0,0.0196,0.018
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,19,16,12,36,10,5,0.625,0.0407,0.027
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,20,16,12,34,10,5,0.625,0.0603,0.0565
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,21,21,11,27,9,11,0.4286,0.0266,0.016
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,22,32,11,41,7,24,0.2188,0.0385,0.036
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,23,21,12,38,9,11,0.4286,0.0171,0.011
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,24,21,12,40,9,11,0.4286,0.026,0.028
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,25,21,11,25,9,11,0.4286,0.053,0.054
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,26,11,11,44,11,0,1.0,0.0219,0.008
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,27,11,11,31,11,0,1.0,0.0171,0.015
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,28,43,11,37,5,37,0.1163,0.0528,0.041
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,29,12,12,32,11,1,0.9167,0.0349,0.0355
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,30,27,12,42,8,18,0.2963,0.0201,0.0145
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,31,12,12,63,11,1,0.9167,0.0304,0.038
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,32,16,12,44,10,5,0.625,0.0416,0.017
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,33,21,12,50,9,11,0.4286,0.0176,0.017
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,34,12,12,45,11,1,0.9167,0.0478,0.055
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,35,21,12,33,9,11,0.4286,0.027,0.016
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,1,16,12,46,10,5,0.625,0.043,0.046
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,2,37,11,43,6,30,0.1622,0.0492,0.055
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,3,16,12,41,10,5,0.625,0.0338,0.03
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,4,12,12,47,11,1,0.9167,0.0179,0.015
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,5,16,12,48,10,5,0.625,0.0334,0.025
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,6,16,12,36,10,5,0.625,0.0211,0.014
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,7,12,12,35,11,1,0.9167,0.0277,0.019
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,8,12,12,51,11,1,0.9167,0.0237,0.024
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,9,11,11,45,11,0,1.0,0.0075,0.007
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,10,27,9,34,8,18,0.2963,0.0235,0.0265
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,11,21,12,40,9,11,0.4286,0.0539,0.048
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,12,16,12,45,10,5,0.625,0.0186,0.017
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,13,16,12,55,10,5,0.625,0.0387,0.041
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,14,11,11,35,11,0,1.0,0.0385,0.021
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,15,16,12,30,10,5,0.625,0.015,0.016
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,16,37,11,44,6,30,0.1622,0.04,0.04
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,17,27,11,33,8,18,0.2963,0.0266,0.0245
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,18,12,12,44,11,1,0.9167,0.0153,0.015
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,19,37,12,45,6,30,0.1622,0.887,0.04
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,20,37,11,37,6,30,0.1622,0.0485,0.0475
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,21,16,12,46,10,5,0.625,0.0355,0.0325
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,22,27,12,45,8,18,0.2963,0.0453,0.045
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,23,16,12,50,10,5,0.625,0.0334,0.028
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,24,12,12,40,11,1,0.9167,0.0294,0.026
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,25,11,11,48,11,0,1.0,0.0262,0.028
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,26,13,12,37,11,2,0.8462,0.046,0.046
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,27,11,11,34,11,0,1.0,0.0299,0.035
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,28,21,12,48,9,11,0.4286,0.0278,0.023
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,29,11,11,39,11,0,1.0,0.0377,0.041
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,30,11,11,39,11,0,1.0,0.0441,0.048
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,31,11,11,40,11,0,1.0,0.0287,0.029
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,32,11,11,64,11,0,1.0,0.025,0.024
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,33,32,10,26,7,24,0.2188,0.0377,0.032
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,34,16,12,44,10,5,0.625,0.0174,0.0135
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,35,13,12,48,11,2,0.8462,0.0361,0.022
optimal,sem_falha,1,21,12,47,9,11,0.4286,0.0447,0.063
optimal,sem_falha,2,12,12,55,11,1,0.9167,0.026,0.0325
optimal,sem_falha,3,13,12,43,11,2,0.8462,0.0368,0.032
optimal,sem_falha,4,11,11,59,11,0,1.0,0.0101,0.01
optimal,sem_falha,5,32,12,50,7,24,0.2188,0.0221,0.015
optimal,sem_falha,6,11,11,48,11,0,1.0,0.035,0.036
optimal,sem_falha,7,12,11,41,11,1,0.9167,0.0382,0.017
optimal,sem_falha,8,27,12,65,8,18,0.2963,0.0169,0.0095
optimal,sem_falha,9,12,12,60,11,1,0.9167,0.0248,0.016
optimal,sem_falha,10,12,12,49,11,1,0.9167,0.0309,0.03
optimal,sem_falha,11,21,12,52,9,11,0.4286,0.1218,0.008
optimal,sem_falha,12,11,11,59,11,0,1.0,0.0409,0.033
optimal,sem_falha,13,19,12,49,10,9,0.5263,0.0324,0.031
optimal,sem_falha,14,27,12,70,8,18,0.2963,0.032,0.0285
optimal,sem_falha,15,16,12,37,10,5,0.625,0.0376,0.05
optimal,sem_falha,16,11,11,44,11,0,1.0,0.0221,0.024
optimal,sem_falha,17,11,11,54,11,0,1.0,0.0329,0.022
optimal,sem_falha,18,16,12,52,10,5,0.625,0.0319,0.034
optimal,sem_falha,19,16,12,49,10,5,0.625,0.0149,0.01
optimal,sem_falha,20,16,12,51,10,5,0.625,0.1124,0.0075
optimal,sem_falha,21,19,12,46,10,9,0.5263,0.0274,0.024
optimal,sem_falha,22,12,12,30,11,1,0.9167,0.0351,0.0395
optimal,sem_falha,23,16,12,43,10,5,0.625,0.0177,0.0185
optimal,sem_falha,24,16,12,48,10,5,0.625,0.5826,0.023
optimal,sem_falha,25,16,12,40,10,5,0.625,0.0287,0.024
optimal,sem_falha,26,11,11,66,11,0,1.0,0.0172,0.011
optimal,sem_falha,27,16,12,33,10,5,0.625,0.0268,0.0145
optimal,sem_falha,28,11,11,45,11,0,1.0,0.0229,0.01
optimal,sem_falha,29,16,12,43,10,5,0.625,0.038,0.0355
optimal,sem_falha,30,27,12,47,8,18,0.2963,0.0182,0.0205
optimal,sem_falha,31,16,12,43,10,5,0.625,0.0178,0.015
optimal,sem_falha,32,12,12,47,11,1,0.9167,0.0263,0.0285
optimal,sem_falha,33,16,12,44,10,5,0.625,0.0531,0.069
optimal,sem_falha,34,11,11,63,11,0,1.0,0.0315,0.041
optimal,sem_falha,35,14,12,45,11,3,0.7857,0.0257,0.019
