approach,scenario,run,total_clusters,clusters_apt,clusters_idle,orphan_total,orphan_percentage
rl1,cenario1_tempo_fixo/310s_10percent,1,21,16,5,17,8.5
rl1,cenario1_tempo_fixo/310s_10percent,2,19,11,8,21,10.5
rl1,cenario1_tempo_fixo/310s_10percent,3,19,10,9,22,11.0
rl1,cenario1_tempo_fixo/310s_10percent,4,15,11,4,36,18.0
rl1,cenario1_tempo_fixo/310s_10percent,5,18,12,6,8,4.0
rl1,cenario1_tempo_fixo/310s_10percent,6,21,12,9,20,10.0
rl1,cenario1_tempo_fixo/310s_10percent,7,21,15,6,11,5.5
rl1,cenario1_tempo_fixo/310s_10percent,8,17,14,3,21,10.5
rl1,cenario1_tempo_fixo/310s_10percent,9,17,12,5,32,16.0
rl1,cenario1_tempo_fixo/310s_10percent,10,19,13,6,12,6.0
rl1,cenario1_tempo_fixo/310s_10percent,11,25,12,13,23,11.5
rl1,cenario1_tempo_fixo/310s_10percent,12,20,14,6,24,12.0
rl1,cenario1_tempo_fixo/310s_10percent,13,19,12,7,22,11.0
rl1,cenario1_tempo_fixo/310s_10percent,14,15,9,6,19,9.5
rl1,cenario1_tempo_fixo/310s_10percent,15,20,12,8,8,4.0
rl1,cenario1_tempo_fixo/310s_10percent,16,19,13,6,18,9.0
rl1,cenario1_tempo_fixo/310s_10percent,17,22,12,10,16,8.0
rl1,cenario1_tempo_fixo/310s_10percent,18,21,14,7,10,5.0
rl1,cenario1_tempo_fixo/310s_10percent,19,22,11,11,5,2.5
rl1,cenario1_tempo_fixo/310s_10percent,20,22,14,8,28,14.0
rl1,cenario1_tempo_fixo/310s_10percent,21,18,14,4,30,15.0
rl1,cenario1_tempo_fixo/310s_10percent,22,24,16,8,24,12.0
rl1,cenario1_tempo_fixo/310s_10percent,23,16,12,4,12,6.0
rl1,cenario1_tempo_fixo/310s_10percent,24,17,9,8,30,15.0
rl1,cenario1_tempo_fixo/310s_10percent,25,16,13,3,37,18.5
rl1,cenario1_tempo_fixo/310s_10percent,26,16,13,3,9,4.5
rl1,cenario1_tempo_fixo/310s_10percent,27,15,12,3,15,7.5
rl1,cenario1_tempo_fixo/310s_10percent,28,20,11,9,24,12.0
rl1,cenario1_tempo_fixo/310s_10percent,29,14,10,4,25,12.5
rl1,cenario1_tempo_fixo/310s_10percent,30,20,17,3,27,13.5
rl1,cenario1_tempo_fixo/310s_10percent,31,19,12,7,18,9.0
rl1,cenario1_tempo_fixo/310s_10percent,32,24,20,4,20,10.0
rl1,cenario1_tempo_fixo/310s_10percent,33,18,10,8,7,3.5
rl1,cenario1_tempo_fixo/310s_10percent,34,17,12,5,31,15.5
rl1,cenario1_tempo_fixo/310s_10percent,35,22,11,11,25,12.5
rl1,cenario1_tempo_fixo/310s_20percent,1,19,13,6,27,13.5
rl1,cenario1_tempo_fixo/310s_20percent,2,19,11,8,17,8.5
rl1,cenario1_tempo_fixo/310s_20percent,3,21,12,9,15,7.5
rl1,cenario1_tempo_fixo/310s_20percent,4,18,11,7,32,16.0
rl1,cenario1_tempo_fixo/310s_20percent,5,22,13,9,22,11.0
rl1,cenario1_tempo_fixo/310s_20percent,6,20,8,12,24,12.0
rl1,cenario1_tempo_fixo/310s_20percent,7,18,11,7,27,13.5
rl1,cenario1_tempo_fixo/310s_20percent,8,17,14,3,17,8.5
rl1,cenario1_tempo_fixo/310s_20percent,9,17,12,5,51,25.5
rl1,cenario1_tempo_fixo/310s_20percent,10,18,9,9,17,8.5
rl1,cenario1_tempo_fixo/310s_20percent,11,18,10,8,23,11.5
rl1,cenario1_tempo_fixo/310s_20percent,12,21,12,9,30,15.0
rl1,cenario1_tempo_fixo/310s_20percent,13,21,14,7,35,17.5
rl1,cenario1_tempo_fixo/310s_20percent,14,19,16,3,35,17.5
rl1,cenario1_tempo_fixo/310s_20percent,15,21,19,2,17,8.5
rl1,cenario1_tempo_fixo/310s_20percent,16,23,12,11,43,21.5
rl1,cenario1_tempo_fixo/310s_20percent,17,15,8,7,22,11.0
rl1,cenario1_tempo_fixo/310s_20percent,18,18,13,5,35,17.5
rl1,cenario1_tempo_fixo/310s_20percent,19,20,13,7,32,16.0
rl1,cenario1_tempo_fixo/310s_20percent,20,18,9,9,8,4.0
rl1,cenario1_tempo_fixo/310s_20percent,21,21,15,6,42,21.0
rl1,cenario1_tempo_fixo/310s_20percent,22,21,11,10,27,13.5
rl1,cenario1_tempo_fixo/310s_20percent,23,18,11,7,42,21.0
rl1,cenario1_tempo_fixo/310s_20percent,24,18,6,12,29,14.5
rl1,cenario1_tempo_fixo/310s_20percent,25,18,11,7,40,20.0
rl1,cenario1_tempo_fixo/310s_20percent,26,22,8,14,28,14.0
rl1,cenario1_tempo_fixo/310s_20percent,27,17,14,3,30,15.0
rl1,cenario1_tempo_fixo/310s_20percent,28,22,13,9,12,6.0
rl1,cenario1_tempo_fixo/310s_20percent,29,22,13,9,23,11.5
rl1,cenario1_tempo_fixo/310s_20percent,30,19,12,7,7,3.5
rl1,cenario1_tempo_fixo/310s_20percent,31,18,13,5,32,16.0
rl1,cenario1_tempo_fixo/310s_20percent,32,17,11,6,9,4.5
rl1,cenario1_tempo_fixo/310s_20percent,33,22,14,8,25,12.5
rl1,cenario1_tempo_fixo/310s_20percent,34,22,18,4,27,13.5
rl1,cenario1_tempo_fixo/310s_20percent,35,20,12,8,21,10.5
rl1,cenario1_tempo_fixo/310s_30percent,1,18,11,7,84,42.0
rl1,cenario1_tempo_fixo/310s_30percent,2,15,13,2,65,32.5
rl1,cenario1_tempo_fixo/310s_30percent,3,21,7,14,61,30.5
rl1,cenario1_tempo_fixo/310s_30percent,4,20,17,3,51,25.5
rl1,cenario1_tempo_fixo/310s_30percent,5,18,15,3,45,22.5
rl1,cenario1_tempo_fixo/310s_30percent,6,17,12,5,32,16.0
rl1,cenario1_tempo_fixo/310s_30percent,7,20,14,6,36,18.0
rl1,cenario1_tempo_fixo/310s_30percent,8,19,6,13,27,13.5
rl1,cenario1_tempo_fixo/310s_30percent,9,20,11,9,42,21.0
rl1,cenario1_tempo_fixo/310s_30percent,10,23,14,9,31,15.5
rl1,cenario1_tempo_fixo/310s_30percent,11,23,13,10,48,24.0
rl1,cenario1_tempo_fixo/310s_30percent,12,18,15,3,21,10.5
rl1,cenario1_tempo_fixo/310s_30percent,13,18,9,9,68,34.0
rl1,cenario1_tempo_fixo/310s_30percent,14,15,11,4,28,14.0
rl1,cenario1_tempo_fixo/310s_30percent,15,16,9,7,47,23.5
rl1,cenario1_tempo_fixo/310s_30percent,16,15,12,3,39,19.5
rl1,cenario1_tempo_fixo/310s_30percent,17,19,12,7,58,29.0
rl1,cenario1_tempo_fixo/310s_30percent,18,28,24,4,56,28.0
rl1,cenario1_tempo_fixo/310s_30percent,19,17,7,10,49,24.5
rl1,cenario1_tempo_fixo/310s_30percent,20,20,11,9,43,21.5
rl1,cenario1_tempo_fixo/310s_30percent,21,23,12,11,30,15.0
rl1,cenario1_tempo_fixo/310s_30percent,22,26,19,7,27,13.5
rl1,cenario1_tempo_fixo/310s_30percent,23,24,16,8,29,14.5
rl1,cenario1_tempo_fixo/310s_30percent,24,18,12,6,63,31.5
rl1,cenario1_tempo_fixo/310s_30percent,25,21,12,9,29,14.5
rl1,cenario1_tempo_fixo/310s_30percent,26,18,12,6,34,17.0
rl1,cenario1_tempo_fixo/310s_30percent,27,19,14,5,32,16.0
rl1,cenario1_tempo_fixo/310s_30percent,28,23,15,8,56,28.0
rl1,cenario1_tempo_fixo/310s_30percent,29,21,9,12,49,24.5
rl1,cenario1_tempo_fixo/310s_30percent,30,22,18,4,74,37.0
rl1,cenario1_tempo_fixo/310s_30percent,31,21,16,5,20,10.0
rl1,cenario1_tempo_fixo/310s_30percent,32,19,13,6,41,20.5
rl1,cenario1_tempo_fixo/310s_30percent,33,23,17,6,43,21.5
rl1,cenario1_tempo_fixo/310s_30percent,34,19,10,9,49,24.5
rl1,cenario1_tempo_fixo/310s_30percent,35,17,9,8,30,15.0
rl1,cenario2_tempo_aleatorio/180-600s_10percent,1,21,15,6,12,6.0
rl1,cenario2_tempo_aleatorio/180-600s_10percent,2,16,11,5,18,9.0
rl1,cenario2_tempo_aleatorio/180-600s_10percent,3,22,12,10,26,13.0
rl1,cenario2_tempo_aleatorio/180-600s_10percent,4,19,12,7,8,4.0
rl1,cenario2_tempo_aleatorio/180-600s_10percent,5,17,9,8,12,6.0
rl1,cenario2_tempo_aleatorio/180-600s_10percent,6,24,16,8,27,13.5
rl1,cenario2_tempo_aleatorio/180-600s_10percent,7,24,17,7,14,7.0
rl1,cenario2_tempo_aleatorio/180-600s_10percent,8,22,12,10,28,14.0
rl1,cenario2_tempo_aleatorio/180-600s_10percent,9,19,15,4,10,5.0
rl1,cenario2_tempo_aleatorio/180-600s_10percent,10,20,15,5,8,4.0
rl1,cenario2_tempo_aleatorio/180-600s_10percent,11,19,12,7,31,15.5
rl1,cenario2_tempo_aleatorio/180-600s_10percent,12,23,15,8,15,7.5
rl1,cenario2_tempo_aleatorio/180-600s_10percent,13,17,13,4,9,4.5
rl1,cenario2_tempo_aleatorio/180-600s_10percent,14,18,15,3,31,15.5
rl1,cenario2_tempo_aleatorio/180-600s_10percent,15,15,8,7,16,8.0
rl1,cenario2_tempo_aleatorio/180-600s_10percent,16,17,15,2,26,13.0
rl1,cenario2_tempo_aleatorio/180-600s_10percent,17,25,14,11,17,8.5
rl1,cenario2_tempo_aleatorio/180-600s_10percent,18,20,12,8,22,11.0
rl1,cenario2_tempo_aleatorio/180-600s_10percent,19,19,11,8,13,6.5
rl1,cenario2_tempo_aleatorio/180-600s_10percent,20,22,14,8,30,15.0
rl1,cenario2_tempo_aleatorio/180-600s_10percent,21,19,16,3,17,8.5
rl1,cenario2_tempo_aleatorio/180-600s_10percent,22,16,7,9,20,10.0
rl1,cenario2_tempo_aleatorio/180-600s_10percent,23,17,11,6,28,14.0
rl1,cenario2_tempo_aleatorio/180-600s_10percent,24,18,11,7,8,4.0
rl1,cenario2_tempo_aleatorio/180-600s_10percent,25,16,11,5,29,14.5
rl1,cenario2_tempo_aleatorio/180-600s_10percent,26,21,13,8,25,12.5
rl1,cenario2_tempo_aleatorio/180-600s_10percent,27,20,11,9,32,16.0
rl1,cenario2_tempo_aleatorio/180-600s_10percent,28,21,13,8,20,10.0
rl1,cenario2_tempo_aleatorio/180-600s_10percent,29,23,12,11,34,17.0
rl1,cenario2_tempo_aleatorio/180-600s_10percent,30,18,14,4,11,5.5
rl1,cenario2_tempo_aleatorio/180-600s_10percent,31,28,23,5,25,12.5
rl1,cenario2_tempo_aleatorio/180-600s_10percent,32,19,11,8,23,11.5
rl1,cenario2_tempo_aleatorio/180-600s_10percent,33,21,14,7,12,6.0
rl1,cenario2_tempo_aleatorio/180-600s_10percent,34,21,13,8,30,15.0
rl1,cenario2_tempo_aleatorio/180-600s_10percent,35,27,12,15,25,12.5
rl1,cenario2_tempo_aleatorio/180-600s_20percent,1,14,13,1,20,10.0
rl1,cenario2_tempo_aleatorio/180-600s_20percent,2,20,9,11,25,12.5
rl1,cenario2_tempo_aleatorio/180-600s_20percent,3,21,17,4,33,16.5
rl1,cenario2_tempo_aleatorio/180-600s_20percent,4,21,14,7,37,18.5
rl1,cenario2_tempo_aleatorio/180-600s_20percent,5,19,14,5,22,11.0
rl1,cenario2_tempo_aleatorio/180-600s_20percent,6,18,13,5,10,5.0
rl1,cenario2_tempo_aleatorio/180-600s_20percent,7,14,7,7,28,14.0
rl1,cenario2_tempo_aleatorio/180-600s_20percent,8,16,10,6,31,15.5
rl1,cenario2_tempo_aleatorio/180-600s_20percent,9,17,12,5,53,26.5
rl1,cenario2_tempo_aleatorio/180-600s_20percent,10,20,5,15,31,15.5
rl1,cenario2_tempo_aleatorio/180-600s_20percent,11,24,14,10,41,20.5
rl1,cenario2_tempo_aleatorio/180-600s_20percent,12,24,11,13,22,11.0
rl1,cenario2_tempo_aleatorio/180-600s_20percent,13,26,10,16,10,5.0
rl1,cenario2_tempo_aleatorio/180-600s_20percent,14,19,10,9,28,14.0
rl1,cenario2_tempo_aleatorio/180-600s_20percent,15,23,8,15,30,15.0
